품목일련번호,품목명,업소일련번호,업소명,성상,큰제품이미지,표시앞,표시뒤,의약품제형,색상앞,색상뒤,분할선앞,분할선뒤,크기장축,크기단축,크기두께,이미지생성일자(약학정보원),분류번호,분류명,전문일반구분,품목허가일자,제형코드명,표기내용앞,표기내용뒤,표기이미지앞,표기이미지뒤,표기코드앞,표기코드뒤,변경일자
201503842,피엠에스토피라메이트정100밀리그램,20161272,파마사이언스코리아(주),황색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427082737900099,T,100,원형,노랑,-,-,-,10,10,4,20150630,1130,항전간제,전문의약품,20150612,필름코팅정,-,-,-,-,-,-,20210603
201401226,셀트포지정5/80밀리그램,19710005,(주)셀트리온제약,어두운노란색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nvya89EZGP,CLP,AV1,원형,주황,-,-,-,8,8,3.7,20140418,2140,혈압강하제,전문의약품,20140317,필름코팅정,-,-,-,-,-,-,20211222
201401377,바이크로정(팜시클로비르),19860001,한국휴텍스제약(주),흰색원형의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152242078467000088,HT,BY,원형,하양,-,-,-,10.08,10.08,4.14,20140421,6290,기타의화학요법제,전문의약품,20140326,필름코팅정,-,-,-,-,-,-,20210226
201400415,크로스타정5밀리그램(로수바스타틴칼슘),19700003,일성신약(주),노란색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426832242900123,RV5,ISP,원형,노랑,-,-,-,7,7,4,20140421,2180,동맥경화용제,전문의약품,20140129,필름코팅정,-,-,-,-,-,-,20220125
201400414,크로스타정20밀리그램(로수바스타틴칼슘),19700003,일성신약(주),분홍색원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426832242900120,RV20,ISP,원형,분홍,-,-,-,9,9,5,20140421,2180,동맥경화용제,전문의약품,20140129,필름코팅정,-,-,-,-,-,-,20220125
201400413,크로스타정10밀리그램(로수바스타틴칼슘),19700003,일성신약(주),분홍색원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426832242900117,RV10,ISP,원형,분홍,-,-,-,7,7,4,20140421,2180,동맥경화용제,전문의약품,20140129,필름코팅정,-,-,-,-,-,-,20220125
201401490,동성아세클로페낙정,19880003,동성제약(주),흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426852464500039,DSΛ,-,원형,하양,-,-,-,7.65,7.65,4.04,20140421,1140,해열.진통.소염제,전문의약품,20140331,필름코팅정,-,-,-,-,-,-,20150823
201309382,카베진코와에스정,20161958,한국코와(주),담황갈색의유핵정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426782731800076,KOWA,-,원형,회색,-,-,-,11,11,5.3,20140423,2330,건위소화제,일반의약품,20130917,필름코팅정,-,-,-,-,-,-,20131206
201401667,가화골드정(레드클로버70%에탄올건조엑스세립),19600014,(주)한국파비스제약,분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426852464500121,CV,-,원형,분홍,-,-,-,7.4,7.4,4.1,20140423,3980,종합대사성제제,일반의약품,20140409,필름코팅정,-,-,-,-,-,-,-
200400065,에렉신정(에페리손염산염),19860001,한국휴텍스제약(주),[내수용]흰색의원형필름코팅정[수출용]흰색의원형당의정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428089523200148,FH,-,원형,하양,-,-,-,7.24,7.24,3.8,20140423,1220,골격근이완제,전문의약품,20040914,필름코팅정,-,-,-,-,-,-,20210922
201401064,토파원정100밀리그램(토피라메이트),19550012,(주)마더스제약,황색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426841854900172,MJ분할선T,십자분할선,원형,노랑,-,-,+,9.15,9.15,4.2,20140514,1130,항전간제,전문의약품,20140310,필름코팅정,-,-,-,-,-,-,20200330
201310585,아센정(아스피린),19910001,한국유나이티드제약(주),흰색의원형장용제피정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152795414571600005,UTA100,-,원형,하양,-,-,-,7.5,7.5,3.5,20140514,2190,기타의순환계용약,일반의약품,20131209,장용성필름코팅정,-,-,-,-,-,-,-
201402023,아르레온정10밀리그램(에피나스틴염산염),19860001,한국휴텍스제약(주),흰색또는미황색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426857383000113,H,T,원형,하양,-,-,-,6.11,6.11,2.86,20140522,1490,기타의알레르기용약,전문의약품,20140425,필름코팅정,-,-,-,-,-,-,20210709
201400970,한올로수바스타틴칼슘정10밀리그램,19550007,한올바이오파마(주),분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426841854900130,마크,RV10,원형,분홍,-,-,-,7,7,5,20140522,2180,동맥경화용제,전문의약품,20140228,필름코팅정,HA|HΛ|I-A|I-Λ|VH,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938644048800036,-,r0077,-,20220125
201401680,로수바스타퀄정5밀리그램(로수바스타틴칼슘),19590003,(주)한독,노란색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148674121065200124,TH,5,원형,주황,-,-,-,7.1,7.1,3.6,20140522,2180,동맥경화용제,전문의약품,20140409,필름코팅정,-,-,-,-,-,-,20220125
201401486,라비수정,19830008,대웅바이오(주),원형의흰색필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426852464500024,마크1,-,원형,하양,-,-,-,11,11,5.5,20140523,2320,소화성궤양용제,전문의약품,20140331,필름코팅정,D,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700061,-,r0415,-,20160323
201401510,가스라딘정2mg(이르소글라딘말레산염),19560001,동광제약(주),흰색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426852464500063,GD2,-,원형,하양,-,-,-,7,7,2.5,20140527,2320,소화성궤양용제,전문의약품,20140331,나정,-,-,-,-,-,-,20140702
201402125,아이키비타플러스츄어블정,19550012,(주)마더스제약,흰색내지연한황색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426862364000023,MTS,11,원형,노랑,-,-,-,13.06,13.06,7.48,20140527,3160,혼합비타민제(비타민AD혼합제제를제외),일반의약품,20140507,추어블정(저작정),-,-,-,-,-,-,20210809
201403881,로바탄정5밀리그램(로수바스타틴칼슘),20020023,(주)한국글로벌제약,노랑색원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148829642896300059,P3,-,원형,노랑,-,-,-,5.56,5.56,2.75,20150105,2180,동맥경화용제,전문의약품,20140820,필름코팅정,-,-,-,-,-,-,20220125
201404704,에피지온정(에피나스틴염산염),20122087,(주)텔콘알에프제약,흰색또는미황색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148829642896200024,C,13,원형,하양,-,-,-,6.2,6.2,3,20150105,1490,기타의알레르기용약,전문의약품,20141014,필름코팅정,-,-,-,-,-,-,20211001
201405310,에스피코정,20122087,(주)텔콘알에프제약,등황색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150669837843700027,CEP,11,원형,분홍,-,-,-,8,8,4.2,20150102,1410,항히스타민제,일반의약품,20141114,필름코팅정,-,-,-,-,-,-,-
200503302,클로피드정(클로피도그렐황산염),19630001,부광약품(주),분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427911774600169,BK,CL,원형,분홍,-,-,-,8.2,8.2,3.6,20150102,2180,동맥경화용제,전문의약품,20051026,필름코팅정,-,-,-,-,-,-,20180928
201404729,아메비카정5/20밀리그램,19600011,미래제약(주),흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426943179400128,마크5,-,원형,하양,-,-,-,7,7,3.5,20150102,2140,혈압강하제,전문의약품,20141015,필름코팅정,mR|m|w|ω|mr|nR,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938650963600067,-,r0212,-,-
201405175,록시타신정(록시트로마이신),19580009,(주)뉴젠팜,흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NQuUr79bwA,NGP,RT,원형,하양,-,-,-,9.1,9.1,4.2,20150105,6140,주로그람양성균|리케치아|비루스에작용하는것,전문의약품,20141106,나정,-,-,-,-,-,-,20200423
200709256,알파클로닉신리신정,19630008,알파제약(주),연한청색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427819753800011,ALPHAPHARM,-,원형,파랑,-,-,-,10.01,10.01,4.95,20150102,1140,해열.진통.소염제,일반의약품,20070808,필름코팅정,-,-,-,-,-,-,20120128
201404655,넥스온정40mg(에스오메프라졸마그네슘삼수화물),19850002,(주)테라젠이텍스,분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6BY8,TE4,-,원형,분홍,-,-,-,10.1,10.1,5.5,20150105,2320,소화성궤양용제,전문의약품,20141010,필름코팅정,-,-,-,-,-,-,20200224
201404654,넥스온정20mg(에스오메프라졸마그네슘삼수화물),19850002,(주)테라젠이텍스,연분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426938187600183,TE2,-,원형,분홍,-,-,-,8.4,8.4,3.4,20150105,2320,소화성궤양용제,전문의약품,20141010,필름코팅정,-,-,-,-,-,-,20190912
201404651,에소넬정20mg(에스오메프라졸마그네슘삼수화물),19640004,(주)씨엠지제약,연분홍색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v0uF,C2P,-,원형,분홍,-,-,-,8.4,8.4,3.4,20150102,2320,소화성궤양용제,전문의약품,20141010,필름코팅정,-,-,-,-,-,-,20191011
201404652,에소넬정40mg(에스오메프라졸마그네슘삼수화물),19640004,(주)씨엠지제약,분홍색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v0tf,C4P,-,원형,분홍,-,-,-,10.03,10.03,4.71,20150102,2320,소화성궤양용제,전문의약품,20141010,필름코팅정,-,-,-,-,-,-,20191011
201405014,브록솔정(암브록솔염산염),20050014,(주)휴비스트제약,흰색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152769079471500149,마크,Λ30,원형,하양,-,-,-,7.3,7.3,2.6,20150102,2220,진해거담제,일반의약품,20141029,나정,HU|1-U|I-U|∩-I|∩-1,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000170,-,r0520,-,20151217
201404696,휴비스트아스피린장용정,20050014,(주)휴비스트제약,흰색의원형장용성필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152769079471500155,마크,ΛS2,원형,하양,-,-,-,7.1,7.1,3.6,20150102,2190,기타의순환계용약,일반의약품,20141013,장용성필름코팅정,HU|1-U|I-U|∩-I|∩-1,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000170,-,r0520,-,20210309
201404689,휴리손정(에페리손염산염),20050014,(주)휴비스트제약,흰색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152769079471500161,마크,E1,원형,하양,-,-,-,8.1,8.1,3.6,20150105,1220,골격근이완제,전문의약품,20141013,필름코팅정,HU|1-U|I-U|∩-I|∩-1,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000170,-,r0520,-,20210922
201404715,제이비카정5/40mg,19570012,(주)비보존제약,연한노란색의원형의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426943179400100,J54,-,원형,노랑,-,-,-,8.18,8.18,4.46,20150105,2140,혈압강하제,전문의약품,20141015,필름코팅정,-,-,-,-,-,-,20220316
201308716,라니센정(라니티딘염산염),19570002,(주)퍼슨,백색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426760981500102,CV,N,원형,하양,-,-,-,9,9,3.55,20131121,2320,소화성궤양용제,전문의약품,20130807,필름코팅정,-,-,-,-,-,-,20151217
201310039,핑큐에스정,19580003,알보젠코리아(주),분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426799381600005,PS,마크,원형,분홍,-,-,-,9.3,9.3,4.45,20131213,2380,하제|완장제,일반의약품,20131105,필름코팅정,-,Hw|mH,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938657883200012,-,r0332,-
201309845,액토스릴정30/4밀리그램,20160314,(주)셀트리온제약,흰색내지회백색의볼록한원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NZLyogvUDM,4833G,04월 30일,원형,하양,-,-,-,9,9,5.15,20131212,3960,당뇨병용제,전문의약품,20131021,다층정,-,-,-,-,-,-,20211208
201309844,액토스릴정30/2밀리그램,20160314,(주)셀트리온제약,흰색내지회백색의볼록한원형의정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NZLyogvUD0,4833G,Feb-30,원형,하양,-,-,-,8,8,4.65,20131212,3960,당뇨병용제,전문의약품,20131021,다층정,-,-,-,-,-,-,20211208
200301224,케이디핀지속정(펠로디핀),19560011,삼진제약(주),연분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148674131164600180,SJ,5,원형,분홍,-,-,-,9.04,9.04,3.89,20140404,2140,혈압강하제,전문의약품,20030523,서방성필름코팅정,-,-,-,-,-,-,20200622
201400702,엔피포지정5/80밀리그램,19940044,대한뉴팜(주),어두운황색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426837868200134,NP,80,원형,주황,-,-,-,8,8,3,20140408,2140,혈압강하제,전문의약품,20140217,필름코팅정,-,-,-,-,-,-,20200903
201400308,듀아타임코와정,20161958,한국코와(주),(아침용)노란색의필름코팅정|(저녁용)흰색의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426827284100130,DTK,-,원형,노랑,-,-,-,8,8,4.9,20140409,3160,혼합비타민제(비타민AD혼합제제를제외),일반의약품,20140122,필름코팅정,-,-,-,-,-,-,-
200000453,삼성시플로프록사신정(시프로플록사신염산염수화물),19540005,삼성제약(주),흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NvwvvpEPHW,SSC,-,원형,하양,-,-,-,10.6,10.6,4.5,20140409,6290,기타의화학요법제,전문의약품,20000302,필름코팅정,-,-,-,-,-,-,20211123
201400840,크레스바정20mg(로수바스타틴칼슘),19860001,한국휴텍스제약(주),분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426841854900019,HTC,20,원형,분홍,-,-,-,9.17,9.17,4.67,20140409,2180,동맥경화용제,전문의약품,20140224,필름코팅정,-,-,-,-,-,-,20220125
201400772,다이나브정(메트포르민염산염),19860001,한국휴텍스제약(주),흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426837868200173,HT,500,원형,하양,-,-,-,11.07,11.07,6.41,20140409,3960,당뇨병용제,전문의약품,20140220,필름코팅정,-,-,-,-,-,-,20180809
201001011,크레로슈정10밀리그램(로수바스타틴칼슘),19600001,삼아제약(주),분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426479322700040,마크,10,원형,분홍,-,-,-,7.7,7.7,4.1,20140409,2180,동맥경화용제,전문의약품,20100128,필름코팅정,SA|SΛ|5A|5Λ|VS,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938644048800190,-,r0125,-,20220125
201001009,크레로슈정20밀리그램(로수바스타틴칼슘),19600001,삼아제약(주),분홍색원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426479322700031,마크,20,원형,분홍,-,-,-,9.6,9.6,5,20140409,2180,동맥경화용제,전문의약품,20100128,필름코팅정,SA|SΛ|5A|5Λ|VS,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938644048800190,-,r0125,-,20220125
201503517,피엠에스토피라메이트정25밀리그램,20161272,파마사이언스코리아(주),흰색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427070775200000,T,25,원형,하양,-,-,-,6,6,3,20150630,1130,항전간제,전문의약품,20150529,필름코팅정,-,-,-,-,-,-,20200903
201502679,움카세린정(펠라고니움시도이데스11%에탄올건조엑스(5.5∼6.6→1)),19860001,한국휴텍스제약(주),적갈색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N9r98JmPLG,US,-,원형,갈색,-,-,-,8.1,8.1,4.1,20150630,2290,기타의호흡기관용약,전문의약품,20150430,필름코팅정,-,-,-,-,-,-,20200326
201502678,펠라곤정(펠라고니움시도이데스11%에탄올건조엑스(5.5~6.6→1)),19620002,동국제약(주),진한적갈색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MzSGdZkoAF,D7,마크,원형,갈색,-,-,-,8.2,8.2,3.6,20150701,2290,기타의호흡기관용약,전문의약품,20150430,필름코팅정,-,dk|ck,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000194,-,r0528,20210405
201208998,뉴펙스정20밀리그램(아토르바스타틴칼슘수화물),19910001,한국유나이티드제약(주),흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426646089400056,AS20,UT,원형,하양,-,-,-,7.3,7.3,4.4,20150722,2180,동맥경화용제,전문의약품,20121130,필름코팅정,-,-,-,-,-,-,20190805
201501556,오스타틴정10밀리그램(로수바스타틴칼슘),20134449,(주)오스코리아제약,분홍색원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NNuh6mJoM8,ΛUK,R1,원형,분홍,-,-,-,7.1,7.1,3.7,20150722,2180,동맥경화용제,전문의약품,20150324,필름코팅정,-,-,-,-,-,-,20220125
201501555,오스타틴정20밀리그램(로수바스타틴칼슘),20134449,(주)오스코리아제약,분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NcpKxHeuQ7,ΛUK,R2,원형,분홍,-,-,-,9.1,9.1,4.9,20150722,2180,동맥경화용제,전문의약품,20150324,필름코팅정,-,-,-,-,-,-,20220125
201502703,오코셉트정5mg(도네페질염산염수화물),20134449,(주)오스코리아제약,노랑색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427059945900143,ΛUK,D5,원형,노랑,-,-,-,7,7,2.9,20150722,1190,기타의중추신경용약,전문의약품,20150430,필름코팅정,-,-,-,-,-,-,20220726
201502704,오코셉트정10mg(도네페질염산염수화물),20134449,(주)오스코리아제약,노랑색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427059945900146,ΛUK,D10,원형,노랑,-,-,-,9,9,4.19,20150722,1190,기타의중추신경용약,전문의약품,20150430,필름코팅정,-,-,-,-,-,-,20220726
201501782,알리타이드정,19550010,삼일제약(주),흰색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298778984500045,마크T,-,원형,하양,-,-,-,11,11,8,20150724,2320,소화성궤양용제,전문의약품,20150401,필름코팅정,i|촛불,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938654295100080,-,r0285,-,-
200100027,바로시드정(수출명:RANIPLUSTablet),19620001,신풍제약(주),백색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800378307800093,SP,BCT,원형,하양,-,-,-,10,10,4.9,20051220,2340,제산제,일반의약품,20010105,필름코팅정,-,-,-,-,-,-,-
201307766,경남데일리디츄어블정,19570018,경남제약(주),연노란색원형츄어블정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723228746300015,KN-D,-,원형,노랑,-,-,-,13,13,4,20131011,3190,기타의비타민제,일반의약품,20130620,추어블정(저작정),-,-,-,-,-,-,-
201307937,윌피딘정(시메티딘),20070064,(주)아이월드제약,담녹색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426729915800075,IWP,W,원형,연두,-,-,-,10,10,4.5,20131011,2320,소화성궤양용제,전문의약품,20130628,필름코팅정,-,-,-,-,-,-,20180726
200501064,긴코센정80밀리그램(은행엽건조엑스)(수출명:GINBEMEXTABLET80MG),19580005,태극제약(주),녹색원형의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428302565600105,TGG80,-,원형,초록,-,-,-,10,10,5,20140527,2190,기타의순환계용약,일반의약품,20050426,필름코팅정,-,-,-,-,-,-,20200723
200604257,팜시쿨정(팜시클로비르),19580009,(주)뉴젠팜,흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428219365400162,NGP,FC,원형,하양,-,-,-,10,10,4.3,20140527,6290,기타의화학요법제,전문의약품,20060522,필름코팅정,-,-,-,-,-,-,20140701
201307943,펜토라박칼정600마이크로그램(펜타닐시트르산염),20140068,(주)한독테바,흰색의편평한원형박칼정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426729915800093,6,마크,원형,하양,-,-,-,8,8,1.8,20140527,8210,합성마약,전문의약품,20130628,박칼정,-,C|H,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000059,-,r0483,-
201307941,펜토라박칼정200마이크로그램(펜타닐시트르산염),20140068,(주)한독테바,흰색의편평한원형박칼정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152890441215400058,2,마크,원형,하양,-,-,-,8,8,1.8,20140527,8210,합성마약,전문의약품,20130628,박칼정,-,C|H,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000059,-,r0483,-
201307940,펜토라박칼정100마이크로그램(펜타닐시트르산염),20140068,(주)한독테바,흰색의편평한원형박칼정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426729915800084,1,마크,원형,하양,-,-,-,6,6,1.7,20140527,8210,합성마약,전문의약품,20130628,박칼정,-,C|H,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000059,-,r0483,-
201307775,펜토라박칼정800마이크로그램(펜타닐시트르산염),20140068,(주)한독테바,흰색의편평한원형박칼정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426725907400012,8,마크,원형,하양,-,-,-,8,8,1.8,20140527,8210,합성마약,전문의약품,20130621,박칼정,-,C|H,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000059,-,r0483,-
201307942,펜토라박칼정400마이크로그램(펜타닐시트르산염),20140068,(주)한독테바,흰색의편평한원형박칼정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298778984600088,4,마크,원형,하양,-,-,-,8,8,1.8,20140527,8210,합성마약,전문의약품,20130628,박칼정,-,C|H,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000059,-,r0483,-
201402071,마이피나정(피나스테리드),19600002,(주)일화,청색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MuhKLm3TtR,IHF,십자분할선,원형,파랑,-,-,+,7.7,7.7,3.3,20140704,2590,기타의비뇨생식기관및항문용약,전문의약품,20140430,필름코팅정,-,-,-,-,-,-,20211216
200400392,레바트정(레바미피드),19710005,(주)셀트리온제약,백색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200078,CLP,188,원형,하양,-,-,-,8,8,3.3,20140703,2320,소화성궤양용제,전문의약품,20040823,필름코팅정,-,-,-,-,-,-,20130129
201402171,토피메정25밀리그램(토피라메이트),20020013,(주)휴온스메디텍,흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426862364000050,H분할선Z,25,원형,하양,-,-,-,6.5,6.5,2.8,20140704,1130,항전간제,전문의약품,20140509,필름코팅정,-,-,-,-,-,-,20201216
201404716,제이비카정5/20mg,19570012,(주)비보존제약,흰색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426943179400103,J52,-,원형,하양,-,-,-,6.55,6.55,3.52,20150105,2140,혈압강하제,전문의약품,20141015,필름코팅정,-,-,-,-,-,-,20220316
201404714,제이비카정10/40mg,19570012,(주)비보존제약,적갈색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426943179400097,J14,-,원형,갈색,-,-,-,8.15,8.15,4.46,20150105,2140,혈압강하제,전문의약품,20141015,필름코팅정,-,-,-,-,-,-,20220316
201405365,록소아펜정(록소프로펜나트륨수화물),19640007,조아제약(주),담홍색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426964205900161,LXR,CΛ,원형,분홍,-,-,-,9,9,3.25,20150204,1140,해열.진통.소염제,전문의약품,20141118,나정,-,-,-,-,-,-,20210316
201405449,더에피나정(에피나스틴염산염),19600002,(주)일화,흰색또는미황색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148717322719300162,IH,EN,원형,하양,-,-,-,6,6,2.7,20150204,1490,기타의알레르기용약,전문의약품,20141121,필름코팅정,-,-,-,-,-,-,20180620
201405468,알러몬트츄정4mg(몬테루카스트나트륨),19640018,구주제약(주),분홍색의양면이볼록한원형의씹어먹는정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426969102600087,AM4GJ,-,원형,분홍,-,-,-,9,9,3,20150204,1490,기타의알레르기용약,전문의약품,20141124,추어블정(저작정),-,-,-,-,-,-,20170629
201405615,알러메드정(에피나스틴염산염),19640018,구주제약(주),흰색또는미황색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148717322719300078,I,E,원형,하양,-,-,-,6.2,6.2,3,20150204,1490,기타의알레르기용약,전문의약품,20141128,필름코팅정,-,-,-,-,-,-,20210524
201405299,글로레어츄정5밀리그램(몬테루카스트나트륨),20020023,(주)한국글로벌제약,양면이볼록한원형의씹어먹는분홍색정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426964205900108,KG,95,원형,분홍,-,-,-,9.55,9.55,3.5,20150204,1490,기타의알레르기용약,전문의약품,20141113,추어블정(저작정),-,-,-,-,-,-,20170629
201500041,티지피파모티딘정10밀리그램,19580005,태극제약(주),연녹색원형의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NBWZ9IclDi,마크,10,원형,초록,-,-,-,8.2,8.2,4.3,20150204,2320,소화성궤양용제,일반의약품,20150106,필름코팅정,Js|J5,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000023,-,r0471,-,20210517
201404497,이트코젠정(이트라코나졸고체분산체),19580009,(주)뉴젠팜,흰색또는미황색을띤원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426933077600175,NGP,ICZ,원형,하양,-,-,-,11,11,5.4,20150204,6290,기타의화학요법제,전문의약품,20140930,필름코팅정,-,-,-,-,-,-,20200729
201404884,라디틴정(라니티딘염산염),20141181,(주)이든파마,분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426948856300171,E02,M,원형,분홍,-,-,-,8.08,8.08,3.1,20150204,2320,소화성궤양용제,일반의약품,20141024,필름코팅정,-,-,-,-,-,-,20141112
